,Company,Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo,Price change,Price change pct,Compound,Negative,Neutral,Positive,polarity,subjectivity,text length,word_count,word_density,punctuation_count,upper_case_word_count,stopword_count,readability,noun_count,verb_count,adj_count,adv_count,pron_count,top_words,Price change sign long,Price change sign mid,Price change sign short,word_calculation
36,philips,2018-01-01,80.017075,103349400,"A strong fourth-quarter performance helped drive robust full-year results, exemplified by currency-neutral, double-digit adjusted earnings per share growth, despite previously disclosed challenges in Russia and Saudi Arabia. The excellent performance of our flagship smoke-free product IQOS -- not only in Asia, but also in the vast majority of our launch geographies -- underscored its great promise and the commitment of our employees to lead the transformation of our industry towards a smoke-free future. Continued investment behind IQOS in 2018 is expected to further drive its positive momentum. For the first time since 2011, we have entered the year with annual guidance that reflects a positive currency impact. Our combustible product portfolio provides us with a strong foundation. The confirmed potential of our smoke-free alternatives reinforces our strong determination to deploy all necessary resources to accelerate their growth, which will drive our business success and ability to generously reward our shareholders over the long term.",-20.436280000000004,-19.117466000000007,-18.167092000000004,0.0,0.0,0.9965,0.006,0.669,0.325,0.18939393939393936,0.6332954545454546,1053.0,154.0,6.7935483870967746,23.0,3.0,57.0,11.74921754385965,44.0,19.0,24.0,6.0,14.0,"[('strong', 3), ('drive', 3), ('smoke', 3), ('free', 3), ('performance', 2), ('year', 2), ('currency', 2), ('growth', 2), ('product', 2), ('IQOS', 2)]",-1.0,-1.0,-1.0,0.04595564905987725
48,philips,2019-01-01,60.433731,157116000,"We closed out a challenging year with a robust financial and strategic performance across the business. Excluding inventory movements largely associated with heated tobacco unit volume in Japan, our total volume variance was flat -- our best annual performance since 2012 -- underpinned by a near doubling of global in-market sales of heated tobacco units. We grew our international market share by 0.5 points to reach 28.4%, and maintained a stable share of the cigarette category, highlighting our ability to successfully manage our transition to reduced-risk products. Our total net revenues were driven by an exceptional cigarette pricing variance of 7.6% and a strong contribution of more than $4 billion from our smoke-free products, despite the impact of the inventory adjustments. Our operating income was essentially flat, excluding currency, primarily reflecting increased investment behind our reduced-risk product portfolio. Our robust, currency-neutral double-digit adjusted EPS performance was assisted by a lower effective tax rate and interest expense. Thanks to the tremendous efforts of our employees around the world, and significant investments in portfolio development and organizational capabilities, including a state-of-the-art digital infrastructure to fuel our expansion, we believe we have laid the foundation for an even better performance in 2019. The underlying strength of our combustible tobacco business remains intact and our reduced-risk products are the catalysts to accelerate our business growth and secure the long term future of our company and the sustainability of our earnings and dividend growth.",-2.059902000000001,2.2090609999999984,8.614539999999998,0.0,0.0,0.9929,0.008,0.789,0.203,0.227593537414966,0.4593537414965986,1640.0,239.0,6.833333333333333,38.0,1.0,87.0,11.501849367088608,74.0,28.0,40.0,5.0,21.0,"[('performance', 4), ('business', 3), ('tobacco', 3), ('reduced', 3), ('risk', 3), ('products', 3), ('robust', 2), ('inventory', 2), ('heated', 2), ('volume', 2)]",-1.0,1.0,1.0,0.008933116846126642
60,philips,2020-01-01,69.010696,102807900,"2019 marked a year of strong underlying business performance for PMI, driven by broad-based growth for IQOS and solid pricing for our combustible tobacco portfolio, with like-for-like adjusted diluted EPS up by 9.9%, excluding currency. We continue to make significant progress in the transformation of our business, with smoke-free products now accounting for 8% of shipment volume and nearly one-fifth of net revenues, while further demonstrating our ability to maintain combustible tobacco leadership internationally, as evidenced by Marlboro’s full-year cigarette share of 10% -- an all-time high. Although we anticipate a few temporary headwinds, notably in Indonesia, we enter 2020 with favorable momentum, and expect to deliver like-for-like currency-neutral net revenue and adjusted diluted EPS growth this year consistent with our 2019 to 2021 compound annual growth targets of at least 5% and 8%, as well as further margin expansion.",-0.1546779999999898,-9.499568999999994,-5.643153999999996,0.0,0.0,0.9719,0.0,0.827,0.173,0.09455555555555555,0.3665555555555556,943.0,140.0,6.6879432624113475,31.0,4.0,50.0,13.582735460992907,43.0,17.0,25.0,7.0,7.0,"[('like', 4), ('year', 3), ('growth', 3), ('2019', 2), ('business', 2), ('combustible', 2), ('tobacco', 2), ('adjusted', 2), ('diluted', 2), ('EPS', 2)]",-1.0,-1.0,-1.0,0.020148949741029105
72,philips,2021-01-01,70.833061,92502100,"In 2020, PMI delivered a robust business performance despite the unprecedented headwinds of the COVID-19 pandemic, with adjusted diluted EPS organic growth of 7.0%, supported by stronger-than-anticipated fourth quarter results. We must first and foremost salute the enormous efforts of the entire PMI organization to keep our employees and their families safe, ensure business continuity, rapidly adapt our ways of working and help our local communities. IQOS continued to deliver impressive growth in 2020, driving significant increases in our total users, as well as both HTU shipment and in-market sales volumes. During the fourth quarter, we reported record HTU market shares in key IQOS geographies, and exited the year with double-digit national shares in ten markets. We enter 2021 with favorable momentum, although certain headwinds remain, notably related to Duty Free, Indonesia and the continued effects of the pandemic. For the full year, we are expecting a significant recovery, with mid-single-digit organic net revenue growth—driven by the growing contribution of IQOS—and further efforts on cost efficiencies driving an acceleration in forecasted adjusted diluted EPS growth to a range of 9% to 11% on the same basis.",23.122223000000005,18.489456000000004,14.785331999999997,0.0,0.0,0.9907,0.0,0.78,0.22,0.19353741496598642,0.5097505668934241,1233.0,186.0,6.593582887700535,31.0,9.0,64.0,11.746375741710297,62.0,24.0,28.0,6.0,9.0,"[('growth', 4), ('IQOS', 3), ('2020', 2), ('PMI', 2), ('business', 2), ('headwinds', 2), ('pandemic', 2), ('adjusted', 2), ('diluted', 2), ('EPS', 2)]",1.0,1.0,1.0,0.3144752850019917
84,philips,2022-01-01,96.269966,125873900,"Our business delivered excellent performance in 2021, with strong underlying momentum driving total volume growth, high single-digit organic net revenue growth and double-digit adjusted diluted EPS growth against the pandemic-affected prior year. We were especially pleased by the reacceleration of our business in the fourth quarter to deliver better-than-expected results. This included a step-up in sequential IQOS user growth, as well as the outstanding initial performance of IQOS ILUMA. We also achieved essentially stable category share for cigarettes in the quarter, as our portfolio initiatives bore fruit and pandemic-linked restrictions receded in many markets.",-4.543280999999993,-2.5967409999999944,-1.401404999999997,0.0,0.0,0.9806,0.017,0.711,0.272,0.29944444444444446,0.4748611111111111,672.0,94.0,7.073684210526316,15.0,4.0,30.0,12.476555309396486,29.0,11.0,19.0,6.0,5.0,"[('growth', 4), ('business', 2), ('performance', 2), ('digit', 2), ('pandemic', 2), ('quarter', 2), ('IQOS', 2), ('delivered', 1), ('excellent', 1), ('2021', 1)]",-1.0,-1.0,-1.0,0.004315962601630123
36,prologis,2018-01-01,56.924847,53665400,"WOur results are a testament to our high-quality portfolio, proven strategy and strong execution by our global team. We are starting 2018 with even more embedded rental upside than we had last year. Looking forward, it’s all about using our scale and expertise to drive organic growth, put our global land bank to work and deliver further value from our customer relationships.",-4.440303999999998,3.236251000000003,-0.2350539999999981,0.0,0.0,0.8074,0.0,0.877,0.123,0.13333333333333333,0.2714285714285714,377.0,62.0,5.984126984126984,7.0,0.0,25.0,9.496576220472441,17.0,11.0,9.0,5.0,8.0,"[('global', 2), ('WOur', 1), ('results', 1), ('testament', 1), ('high', 1), ('quality', 1), ('portfolio', 1), ('proven', 1), ('strategy', 1), ('strong', 1)]",-1.0,1.0,-1.0,1.4039429951084912
48,prologis,2019-01-01,62.277161,59350600,"We had a great fourth quarter, capping out our strongest year ever. The occupancy and the utilization of our buildings are running at peak levels and we expect activity to remain strong, with our most dynamic customers building out new-and-improved logistics networks. At the midpoint of our range, we project Core FFO growth of approximately 7.5%, excluding promotes. Cash Same Store NOI growth is projected to be 4.25% at the midpoint, reflecting our current operating strategy of favoring rent growth over occupancy. We are confident in our ability to outperform in any future environment given our embedded rent upside, development-ready land bank and significant liquidity.",19.638313000000004,15.551040000000008,4.550498999999995,0.0,0.0,0.9841,0.0,0.735,0.265,0.20075757575757577,0.4643939393939394,678.0,105.0,6.39622641509434,18.0,2.0,43.0,10.242195238095238,35.0,17.0,13.0,4.0,11.0,"[('growth', 3), ('occupancy', 2), ('midpoint', 2), ('rent', 2), ('great', 1), ('fourth', 1), ('quarter', 1), ('capping', 1), ('strongest', 1), ('year', 1)]",1.0,1.0,1.0,0.12230477193862616
60,prologis,2020-01-01,85.873634,59979100,"The acquired Liberty portfolio is very complementary to our own in many markets. By adding Liberty’s portfolio to ours, we expand our footprint in important locations and benefit from immediate operational cost savings. We are thrilled to welcome many of Liberty’s talented team members to Prologis—their expertise and deep market knowledge will further strengthen our ability to provide industry-leading service to our customers. We are also excited to welcome approximately 325 new customers and expand our relationship with 180 existing Prologis customers.",8.141227999999998,8.510933000000009,-0.5708920000000006,0.0,0.0,0.9818,0.0,0.686,0.314,0.37224025974025976,0.6717532467532469,559.0,82.0,6.734939759036145,6.0,0.0,32.0,10.5609,27.0,17.0,10.0,4.0,8.0,"[('Liberty', 3), ('customers', 3), ('portfolio', 2), ('expand', 2), ('welcome', 2), ('Prologis', 2), ('acquired', 1), ('complementary', 1), ('markets', 1), ('adding', 1)]",1.0,1.0,-1.0,2.3703703703703702
72,prologis,2021-01-01,97.923141,58476800,"The work we have done to create the best-in-class portfolio and the most efficient cost structure in the industry is delivering exceptional financial results. The pandemic has pushed global supply chains to their limits. Increased e-commerce adoption and the rebuilding of inventories to meet consumer demand are structural forces in the logistics environment that will take years to play out. The Prologis platform provides us with the ability to create value for our customers beyond our real estate from our unmatched purchasing power and significant investments in technology, innovation and data.",64.393998,22.433303999999996,14.585656,0.0,0.0,0.9441,0.027,0.772,0.201,0.29027777777777775,0.4458333333333333,601.0,91.0,6.532608695652174,8.0,0.0,37.0,11.200119258089977,32.0,14.0,9.0,1.0,6.0,"[('create', 2), ('work', 1), ('best', 1), ('class', 1), ('portfolio', 1), ('efficient', 1), ('cost', 1), ('structure', 1), ('industry', 1), ('delivering', 1)]",1.0,1.0,1.0,2.148148148148148
84,prologis,2022-01-01,151.792465,72397200,"Demand for our 1 billion square foot global portfolio shows no signs of slowing and we are positioned ideally to meet our customers’ most critical real estate needs. In tandem, we remain focused on key customer-centric initiatives around energy, technology, labor, data and other aspects of our growing Essentials business.",-40.62520599999999,-52.23372599999999,-27.765464999999992,0.0,0.0,0.4417,0.108,0.735,0.157,0.2107142857142857,0.5678571428571428,323.0,50.0,6.333333333333333,7.0,0.0,17.0,11.600768258706466,16.0,8.0,8.0,2.0,5.0,"[('Demand', 1), ('1', 1), ('billion', 1), ('square', 1), ('foot', 1), ('global', 1), ('portfolio', 1), ('shows', 1), ('signs', 1), ('slowing', 1)]",-1.0,-1.0,-1.0,1.037641723356009
37,salesforce,2018-02-01,116.25,111440300,We had an outstanding quarter of growth that propelled Salesforce over the $10 billion revenue milestone for the year. No other enterprise software company has achieved this scale faster than Salesforce. Our relentless focus on customer success continues to strengthen our position as the global leader in CRM.,35.720001,20.990005,20.149993999999992,0.0,0.0,0.891,0.038,0.724,0.238,0.215625,0.3125,310.0,48.0,6.326530612244898,4.0,1.0,21.0,11.695877777777778,18.0,6.0,3.0,1.0,3.0,"[('Salesforce', 2), ('outstanding', 1), ('quarter', 1), ('growth', 1), ('propelled', 1), ('$', 1), ('10', 1), ('billion', 1), ('revenue', 1), ('milestone', 1)]",1.0,1.0,1.0,0.5046918613088405
49,salesforce,2019-02-01,163.649994,96292900,"We had another year of outstanding revenue growth, surpassing $13 billion in revenue faster than any other enterprise software company in history. As companies of all sizes turn to Salesforce, we're enabling them to put the customer at the center of their digital transformation through our intelligent Customer 360 platform. I've never been more excited about the opportunity ahead. Our relentless focus on delivering innovation and customer success has fueled our growth and solidified our leadership in the enterprise. This is just the beginning, which is why we're now targeting $26 to $28 billion in revenue by FY23 – organically doubling our revenue again in the next four years.",18.66000400000001,-7.159988999999996,-11.919997999999993,0.0,0.0,0.9598,0.018,0.802,0.18,0.25,0.3888888888888889,685.0,109.0,6.2272727272727275,14.0,1.0,49.0,9.643101100917432,31.0,17.0,6.0,9.0,11.0,"[('revenue', 4), ('$', 3), ('growth', 2), ('billion', 2), ('enterprise', 2), ('customer', 2), ('year', 1), ('outstanding', 1), ('surpassing', 1), ('13', 1)]",1.0,-1.0,-1.0,0.5854505806783529
61,salesforce,2020-02-01,170.399994,118025600,"Our Q4 and FY20 results were phenomenal. We are delighted to raise our revenue guidance for FY21 by $200 million to $21.1 billion at the high end of the range, while expanding our operating margin.Nothing is more important to us than the trust and customer success we have with each one of our customers. Salesforce’s Customer 360 platform uniquely brings companies and customers together.",55.160004000000015,61.87001000000001,16.930008000000015,0.0,0.0,0.908,0.0,0.829,0.171,0.4192857142857142,0.6057142857142858,389.0,64.0,5.984615384615385,8.0,3.0,29.0,9.63685969465649,20.0,9.0,3.0,3.0,7.0,"[('$', 2), ('customers', 2), ('Q4', 1), ('FY20', 1), ('results', 1), ('phenomenal', 1), ('delighted', 1), ('raise', 1), ('revenue', 1), ('guidance', 1)]",1.0,1.0,1.0,3.265786849704142
73,salesforce,2021-02-01,216.5,127959100,"We never could have predicted a year ago what was in store, which makes me incredibly proud of how well we pivoted our company to adapt to this pandemic world. We had a record quarter and year by innovating more and faster than ever, enabling our customers to be successful from anywhere, and becoming more relevant and strategic than ever. And we continued to serve all of our stakeholders in a time when they needed it most.",16.13000500000001,83.19000199999999,27.770004,0.0,0.0,0.8516,0.0,0.888,0.112,0.5571428571428572,0.7428571428571429,426.0,77.0,5.461538461538462,6.0,0.0,42.0,7.9407305882352945,10.0,14.0,7.0,10.0,11.0,"[('year', 2), ('predicted', 1), ('ago', 1), ('store', 1), ('makes', 1), ('incredibly', 1), ('proud', 1), ('pivoted', 1), ('company', 1), ('adapt', 1)]",1.0,1.0,1.0,12.532986188460681
85,salesforce,2022-02-01,210.529999,141619500,"We had another phenomenal quarter and full-year of financial results. As we continue to see tremendous demand from customers, we’re raising our FY23 revenue guidance to $32.1 billion at the high-end of range, with non-GAAP operating margin of 20%, and operating cash flow growth of 22% year-over-year. With our customers’ success driving our financial success, we’re generating disciplined, profitable growth at scale quarter after quarter. Our Customer 360 platform has never been more strategic or relevant in driving the growth and resilience of our customers around the world. Fiscal 2022 was a remarkable year for Salesforce. I am particularly pleased with our focus on discipline and profitable growth which drove record levels of revenue, margin, and cash flow. I’m confident in the momentum of the business as we build an even stronger company in FY23 and beyond.",-42.55999800000001,-47.94000299999999,-45.490006,0.0,0.0,0.9866,0.011,0.765,0.223,0.37121212121212127,0.4984848484848485,871.0,137.0,6.311594202898551,23.0,3.0,54.0,10.90705119047619,45.0,19.0,19.0,3.0,13.0,"[('year', 4), ('growth', 4), ('quarter', 3), ('customers', 3), ('financial', 2), ('FY23', 2), ('revenue', 2), ('operating', 2), ('margin', 2), ('cash', 2)]",-1.0,-1.0,-1.0,1.6898809214924269
36,service,2018-01-01,148.869995,35041600,"We finished 2017 with our best quarter ever, closing a record 41 deals greater than $1 million, and giving us strong global momentum. ServiceNow is becoming a clear strategic partner of choice for CIOs and other leaders digitally transforming their companies with simpler, easier, better ways to get work done and creating great experiences for their customers and employees. ombined backlog and deferred revenue at the end of 2017 was $3.9 billion, a 39% annual increase. Strength in 2017 was driven by more than 100 new Global 2000 customers, and increasing our customers with greater than $1 million in annual contract value by 43% year over year.",29.18000800000001,46.76001000000002,28.740006000000022,0.0,0.0,0.9876,0.0,0.715,0.285,0.342478354978355,0.41758658008658006,650.0,107.0,6.018518518518518,16.0,0.0,37.0,10.423393457943925,30.0,14.0,16.0,2.0,6.0,"[('2017', 3), ('$', 3), ('customers', 3), ('greater', 2), ('1', 2), ('million', 2), ('annual', 2), ('year', 2), ('finished', 1), ('best', 1)]",1.0,1.0,1.0,2.258168581932169
48,service,2019-01-01,220.020004,50783700,"We finished 2018 with our strongest fourth quarter ever, continuing our momentum as the leading digital workflow company shaping the future of work. Our role as a strategic partner to the world’s largest enterprises continues to accelerate. As we look to another strong year of growth in 2019, we remain committed to enabling companies’ digital transformation by making work, work better for people. Total backlog1 including deferred revenue at the end of 2018 was $5.1 billion, representing 35% year-over-year growth. Strength in the fourth quarter was driven by expansions of existing customer relationships, which contributed to a record $1.5 billion in total contract value booked.",62.300002999999975,33.83000200000001,41.90998900000002,0.0,0.0,0.9651,0.0,0.813,0.187,0.1037037037037037,0.3175925925925926,685.0,105.0,6.462264150943396,17.0,0.0,36.0,11.091724954128441,29.0,19.0,15.0,3.0,6.0,"[('work', 3), ('year', 3), ('2018', 2), ('fourth', 2), ('quarter', 2), ('digital', 2), ('growth', 2), ('$', 2), ('billion', 2), ('finished', 1)]",1.0,1.0,1.0,0.9195722706009094
60,service,2020-01-01,338.230011,40190100,"ServiceNow beat the high end of guidance for Q4, ending the year very strong. In Q4, we saw record deals and broad expansion of the Now Platform. ServiceNow is orchestrating what every company wants - workflows that create great experiences. Digital transformation is driving our momentum as customers across industries rush to embrace the simplicity that ServiceNow enables. We are proud to make work, work better for people. I’m thrilled to be a part of ServiceNow, where we are committed to delivering world-class outcomes for our customers and strong results for our shareholders - as evidenced by our accomplishments in Q4. Looking ahead, we remain focused on driving sustainable top-line growth as we look to scale our business to $10 billion in revenue and beyond.",212.199982,146.769989,49.699982000000034,0.0,0.0,0.9828,0.0,0.783,0.217,0.41191666666666665,0.5589166666666667,771.0,125.0,6.119047619047619,17.0,3.0,50.0,9.575014285714285,33.0,27.0,11.0,6.0,12.0,"[('ServiceNow', 4), ('Q4', 3), ('strong', 2), ('driving', 2), ('customers', 2), ('work', 2), ('beat', 1), ('high', 1), ('end', 1), ('guidance', 1)]",1.0,1.0,1.0,1.2927454033217163
72,service,2021-01-01,543.159973,30529400,"ServiceNow delivered a market leading 2020 and significantly beat expectations across the board. The secular tailwinds of digital transformation, cloud computing, and business model innovation have all intersected at the perfect moment in time. ServiceNow is the platform for digital business, enabling seamless workflows that create the great experiences people deserve. Now, we are focused on managing the world’s greatest workflow challenge: helping convert vaccines into vaccinations. We are changing the world one workflow at a time and are well on our way to becoming the defining enterprise software company of the 21st century. We delivered another fantastic quarter to cap a very strong 2020, ending the year with nearly $9 billion in remaining performance obligations. These outstanding results continue to demonstrate ServiceNow’s strong platform and product portfolio, our focus on building deep customer relationships, and commitment to enabling their digital transformations. I’m extremely proud of our team’s performance and their unrelenting execution in a turbulent year. We are well on our way to becoming a $10 billion revenue company. I’m excited about the opportunities ahead of us in 2021.",105.95001200000002,79.11004700000001,-69.27996800000005,0.0,0.0,0.9938,0.0,0.755,0.245,0.3866666666666667,0.6019298245614035,1211.0,180.0,6.69060773480663,20.0,0.0,65.0,10.811794736842106,61.0,30.0,18.0,10.0,13.0,"[('ServiceNow', 3), ('digital', 3), ('delivered', 2), ('2020', 2), ('business', 2), ('time', 2), ('platform', 2), ('enabling', 2), ('world', 2), ('workflow', 2)]",1.0,1.0,-1.0,0.03434138035894351
84,service,2022-01-01,585.780029,52343500,"We once again reported results that significantly beat the high end of expectations. Customer demand for ServiceNow’s innovative platform is stronger than ever. Our unique culture has made us one of the best places to work. We are growing like a fast-moving startup with the profitability of a global market leader. Q4 was an outstanding quarter closing out an already phenomenal year of outperformance. The company is firing on all cylinders and we enter 2022 with tremendous momentum. We expect constant currency subscription revenue growth to accelerate year-over-year in Q1, setting us up for another strong year and putting us well on our way to becoming a $15 billion plus revenue company.",-197.51004,-208.170044,-118.310028,0.0,0.0,0.9723,0.03,0.758,0.212,0.3855555555555556,0.6672222222222222,695.0,112.0,6.150442477876106,12.0,2.0,43.0,9.153569674185464,30.0,18.0,14.0,6.0,9.0,"[('year', 4), ('company', 2), ('revenue', 2), ('reported', 1), ('results', 1), ('significantly', 1), ('beat', 1), ('high', 1), ('end', 1), ('expectations', 1)]",-1.0,-1.0,-1.0,0.3453821891052185
45,starbucks,2018-10-01,53.030411,285962000,"Starbucks record Q4 performance reflected meaningful improvement in virtually every critical operating metric compared to Q3. As we enter fiscal 2019, we are executing against a clear growth agenda, with a focus on our long-term growth markets of the U.S. and China. We are also excited about the long-term growth potential of our new Global Coffee Alliance with Nestlé. I’m incredibly proud of our 350,000 Starbucks partners around the world and pleased with the continued progress in our growth agenda. In Q4, Starbucks delivered improved sequential results in both our Americas and China/Asia Pacific segments. We also further set the stage for increased benefits from our ongoing efforts to streamline the company. Each of these factors contributed to the record Q4 results we reported today and position us well for fiscal 2019 and beyond. As always, credit for Starbucks performance belongs to our store partners all around the world who proudly wear the green apron and deliver an elevated Starbucks Experience to our customers, every day.",16.925201,15.343222999999997,9.315449,0.0,0.0,0.9903,0.012,0.754,0.234,0.25094696969696967,0.6406565656565657,1046.0,166.0,6.263473053892215,19.0,5.0,64.0,10.727852941176472,56.0,16.0,17.0,8.0,16.0,"[('Starbucks', 5), ('growth', 4), ('Q4', 3), ('record', 2), ('performance', 2), ('fiscal', 2), ('2019', 2), ('agenda', 2), ('long', 2), ('term', 2)]",1.0,1.0,1.0,13.051134613676611
57,starbucks,2019-10-01,78.430359,137892400,"I’m very pleased with our strong finish to fiscal 2019, as we sustained positive momentum across each of our business segments. Our U.S. business delivered 6% comparable store sales growth in the fourth quarter, while China grew comparable store sales by 5% and total transactions by 13%. Our strong performance throughout fiscal 2019 gives us confidence in a robust operating outlook for fiscal 2020. We are making meaningful progress against our strategic priorities while streamlining the company, bringing more focus and discipline to everything we do. The investments we are making for the long term---in our partners, our stores, beverage innovation and digital---are collectively delivering an elevated Starbucks Experience, as evidenced by all-time-high customer connection scores in the fourth quarter. This long-term focus is instrumental to how we are building an enduring company.",-5.393326000000002,-16.865356999999996,0.6437450000000098,0.0,0.0,0.9806,0.0,0.807,0.193,0.2693939393939394,0.5162121212121212,892.0,133.0,6.656716417910448,26.0,1.0,50.0,10.682016666666668,41.0,20.0,23.0,3.0,14.0,"[('fiscal', 3), ('strong', 2), ('2019', 2), ('business', 2), ('comparable', 2), ('store', 2), ('sales', 2), ('fourth', 2), ('quarter', 2), ('making', 2)]",-1.0,-1.0,1.0,0.007735101199606539
60,starbucks,2020-01-01,79.074104,170390700,"I am very pleased with our strong finish to fiscal 2020, underpinned by a faster-than-expected recovery in our two lead growth markets, the U.S. and China. These results demonstrate the continued strength and relevance of our brand, the effectiveness of the actions we’ve taken to adapt to meaningful changes in consumer behavior and the extraordinary efforts of our green apron partners to serve our customers and communities in challenging circumstances. The guiding principles we established at the onset of the pandemic, combined with our industry-leading digital platform and our ability to innovate rapidly, continue to fuel our recovery and provide confidence in a robust operating outlook for fiscal 2021. Our strategies are working and I am optimistic that we will emerge from the COVID-19 pandemic as a stronger and more resilient company.",0.478439999999992,-9.768173000000004,-7.217048000000005,0.0,0.0,0.9823,0.0,0.788,0.212,0.33958333333333335,0.6291666666666667,849.0,132.0,6.383458646616542,15.0,4.0,62.0,11.708561764705882,33.0,18.0,18.0,4.0,14.0,"[('fiscal', 2), ('recovery', 2), ('pandemic', 2), ('pleased', 1), ('strong', 1), ('finish', 1), ('2020', 1), ('underpinned', 1), ('faster', 1), ('expected', 1)]",1.0,-1.0,-1.0,5.389708470593623
69,starbucks,2020-10-01,82.343102,145178700,"I am very pleased with our strong finish to fiscal 2020, underpinned by a faster-than-expected recovery in our two lead growth markets, the U.S. and China. These results demonstrate the continued strength and relevance of our brand, the effectiveness of the actions we’ve taken to adapt to meaningful changes in consumer behavior and the extraordinary efforts of our green apron partners to serve our customers and communities in challenging circumstances. The guiding principles we established at the onset of the pandemic, combined with our industry-leading digital platform and our ability to innovate rapidly, continue to fuel our recovery and provide confidence in a robust operating outlook for fiscal 2021. Our strategies are working and I am optimistic that we will emerge from the COVID-19 pandemic as a stronger and more resilient company.",26.460494,22.055992000000003,9.759306999999993,0.0,0.0,0.9823,0.0,0.788,0.212,0.33958333333333335,0.6291666666666667,849.0,132.0,6.383458646616542,15.0,4.0,62.0,11.708561764705882,33.0,18.0,18.0,4.0,14.0,"[('fiscal', 2), ('recovery', 2), ('pandemic', 2), ('pleased', 1), ('strong', 1), ('finish', 1), ('2020', 1), ('underpinned', 1), ('faster', 1), ('expected', 1)]",1.0,1.0,1.0,5.389708470593623
72,starbucks,2021-01-01,92.102409,123895000,"Our strong finish to fiscal 2021, including record performance in the fourth quarter, demonstrates the resilience of Starbucks and reinforces the value of the bold strategic moves we have taken over the past two years. Through it all, we have thoughtfully navigated a strong recovery with an eye towards our future, all guided by our Mission and Values. Today we announce we will be doubling-down on our investments in our partners, the heartbeat of our company. We know that when we exceed the expectations of our people, they in turn exceed the expectations of our customers - which creates value for all of our stakeholders - our partners, our customers, our communities and our shareholders. We anticipate that our strong business momentum, increased operating efficiency and continued global store expansion will fund these unprecedented investments while delivering yet another year of significant growth.",20.59688600000001,15.14850700000001,17.283997,0.0,0.0,0.9831,0.0,0.794,0.206,0.25075757575757573,0.5015151515151515,911.0,143.0,6.326388888888889,17.0,0.0,67.0,9.178695177304965,39.0,18.0,13.0,3.0,23.0,"[('strong', 3), ('value', 2), ('investments', 2), ('partners', 2), ('exceed', 2), ('expectations', 2), ('customers', 2), ('finish', 1), ('fiscal', 1), ('2021', 1)]",1.0,1.0,1.0,0.8089275683230147
81,starbucks,2021-10-01,102.139862,133499300,"Our strong finish to fiscal 2021, including record performance in the fourth quarter, demonstrates the resilience of Starbucks and reinforces the value of the bold strategic moves we have taken over the past two years. Through it all, we have thoughtfully navigated a strong recovery with an eye towards our future, all guided by our Mission and Values. Today we announce we will be doubling-down on our investments in our partners, the heartbeat of our company. We know that when we exceed the expectations of our people, they in turn exceed the expectations of our customers - which creates value for all of our stakeholders - our partners, our customers, our communities and our shareholders. We anticipate that our strong business momentum, increased operating efficiency and continued global store expansion will fund these unprecedented investments while delivering yet another year of significant growth.",-25.837600999999992,-13.716720999999993,-7.054610999999994,0.0,0.0,0.9831,0.0,0.794,0.206,0.25075757575757573,0.5015151515151515,911.0,143.0,6.326388888888889,17.0,0.0,67.0,9.178695177304965,39.0,18.0,13.0,3.0,23.0,"[('strong', 3), ('value', 2), ('investments', 2), ('partners', 2), ('exceed', 2), ('expectations', 2), ('customers', 2), ('finish', 1), ('fiscal', 1), ('2021', 1)]",-1.0,-1.0,-1.0,0.8089275683230147
84,starbucks,2022-01-01,95.085251,218687500,"We saw accelerating demand for Starbucks coffee around the world in Q4 and throughout the year. And our Q4 results demonstrate early evidence of the success of our U.S. Reinvention investments. Reinvention will touch, and elevate, every aspect of our Starbucks partner, customer and store experiences, and ideally position Starbucks to deliver accelerated, sustainable, long-term, profitable growth and value creation beginning in 2023. We are incredibly proud of our Q4 performance, and our 2023 guidance sets the stage for another year of record performance.",-12.793380999999997,-20.310944000000006,-22.534927999999997,0.0,0.0,0.9545,0.015,0.78,0.204,0.525,0.575,560.0,84.0,6.588235294117647,15.0,4.0,30.0,11.37422240067625,32.0,9.0,6.0,2.0,7.0,"[('Starbucks', 3), ('Q4', 3), ('year', 2), ('Reinvention', 2), ('2023', 2), ('performance', 2), ('saw', 1), ('accelerating', 1), ('demand', 1), ('coffee', 1)]",-1.0,-1.0,-1.0,0.7605920249498774
93,starbucks,2022-10-01,85.241493,158234200,"e saw accelerating demand for Starbucks coffee around the world in Q4 and throughout the year. And our Q4 results demonstrate early evidence of the success of our U.S. Reinvention investments. Reinvention will touch, and elevate, every aspect of our Starbucks partner, customer and store experiences, and ideally position Starbucks to deliver accelerated, sustainable, long-term, profitable growth and value creation beginning in 2023. We are incredibly proud of our Q4 performance, and our 2023 guidance sets the stage for another year of record performance.",11.914733999999996,18.372581999999998,22.8163,0.0,0.0,0.9545,0.015,0.78,0.204,0.525,0.575,559.0,84.0,6.576470588235294,15.0,4.0,29.0,11.528600840336136,33.0,9.0,6.0,2.0,6.0,"[('Starbucks', 3), ('Q4', 3), ('year', 2), ('Reinvention', 2), ('2023', 2), ('performance', 2), ('e', 1), ('saw', 1), ('accelerating', 1), ('demand', 1)]",1.0,1.0,1.0,0.7605920249498774
